timestamp,district,file_type,status,filename,output_folder,source_url,details
2026-07-23T16:55:52,Uttara Kannada,KML File,SUCCESS,10 Uttara Kannada.zip,E:\KSRSAC files\Hobli Boundaries\Uttara Kannada\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/10_Uttara%20Kannada.zip,Extracted 1 file(s)
2026-07-23T16:55:57,Vijayanagara,PDF File,SUCCESS,31 Vijayanagara.zip,E:\KSRSAC files\Hobli Boundaries\Vijayanagara\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/31_Vijayanagara.zip,Extracted 1 file(s)
2026-07-23T16:56:02,Vijayanagara,Shape File,SUCCESS,31 Vijayanagara.zip,E:\KSRSAC files\Hobli Boundaries\Vijayanagara\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/31_Vijayanagara.zip,Extracted 7 file(s)
2026-07-23T16:56:06,Vijayanagara,KML File,SUCCESS,31 Vijayanagara.zip,E:\KSRSAC files\Hobli Boundaries\Vijayanagara\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/31_Vijayanagara.zip,Extracted 1 file(s)
2026-07-23T16:56:11,Vijayapura,PDF File,SUCCESS,03 Vijayapura.zip,E:\KSRSAC files\Hobli Boundaries\Vijayapura\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/03_Vijayapura.zip,Extracted 1 file(s)
2026-07-23T16:56:16,Vijayapura,Shape File,SUCCESS,03 Vijayapura.zip,E:\KSRSAC files\Hobli Boundaries\Vijayapura\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/03_Vijayapura.zip,Extracted 7 file(s)
2026-07-23T16:56:21,Vijayapura,KML File,SUCCESS,03 Vijayapura.zip,E:\KSRSAC files\Hobli Boundaries\Vijayapura\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/03_Vijayapura.zip,Extracted 1 file(s)
2026-07-23T16:56:25,Yadgir,PDF File,SUCCESS,30 Yadgir.zip,E:\KSRSAC files\Hobli Boundaries\Yadgir\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/30_Yadgir.zip,Extracted 1 file(s)
2026-07-23T16:56:30,Yadgir,Shape File,SUCCESS,30 Yadgir.zip,E:\KSRSAC files\Hobli Boundaries\Yadgir\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/30_Yadgir.zip,Extracted 7 file(s)
2026-07-23T16:56:35,Yadgir,KML File,SUCCESS,30 Yadgir.zip,E:\KSRSAC files\Hobli Boundaries\Yadgir\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/30_Yadgir.zip,Extracted 1 file(s)
